"Indicator Category","Indicator Code","Indicator","Reporting Economy Code","Reporting Economy","Partner Economy Code","Partner Economy","Product/Sector Classification Code","Product/Sector Classification","Product/Sector Code","Product/Sector","Period Code","Period","Frequency Code","Frequency","Unit Code","Unit","Year","Value Flag Code","Value Flag","Text Value","Value"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","112.930129"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","291.908333"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","277.085265"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","97.328637"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","94.872878"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","331"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","111"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","223"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","36"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","217"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","348"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","393"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","389.928"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2008","","","","3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0.664838"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2011","","","","2"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","1.371636"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2012","","","","3.55"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0.581948"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","1.139323"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","1.813842"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2009","","","","1"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","98.46796"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","113.594967"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2012","","","","393.509"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2011","","","","395"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2010","","","","351"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2009","","","","218"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2008","","","","334"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2007","","","","113"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2006","","","","224"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2005","","","","37"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2013","","","","278.456901"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2014","","","","293.723175"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","643","Russian Federation","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","95.454826"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","19.774447"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","17.16497"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","19.672243"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","37.457423"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","18.650766"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","46.53"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","18"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","12"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","3"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","28"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","15"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","10"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","12"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2005","","","","20"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2007","","","","9"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2006","","","","25"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2008","","","","10"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2012","","","","17.52"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2011","","","","14"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2009","","","","16"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2010","","","","20"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2014","","","","11.448841"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2013","","","","14.297589"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2015","","","","9.39673"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2016","","","","8.393304"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MA","Manufactures","A","Annual","A","Annual","USM","Million US dollar","2017","","","","8.854384"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2012","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2011","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","0.056679"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2009","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2005","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2006","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","MI","Fuels and mining products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","0"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2008","","","","20"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2007","","","","24"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2006","","","","53"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2005","","","","23"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2010","","","","32"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2012","","","","64.076"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2009","","","","28"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2013","","","","51.811691"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2011","","","","32"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2014","","","","30.099607"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2015","","","","29.068973"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2016","","","","25.558274"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","710","South Africa","SITC3","Merchandise - SITC Revision 3 (aggregates)","TO","Total merchandise","A","Annual","A","Annual","USM","Million US dollar","2017","","","","28.628831"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2017","","","","328.546831"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2014","","","","290.073421"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2013","","","","243.867822"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2015","","","","381.612298"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2016","","","","309.832449"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2008","","","","147"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2007","","","","364"
"Merchandise trade values","ITS_MTV_AX","Merchandise exports by product group and destination – annual","858","Uruguay","840","United States of America","SITC3","Merchandise - SITC Revision 3 (aggregates)","AG","Agricultural products","A","Annual","A","Annual","USM","Million US dollar","2010","","","","143"
